	Gene1	Gene2	Annotation	Direction	Score
3589	CLP1	LSM7	input	-	1
3590	CLP1	LSM8	input	-	1
3591	CLP1	MAGOH	catalyze; complex; input	->	1
3592	CLP1	MAGOHB	catalyze; complex; input	->	1
3593	CLP1	NCBP1	catalyze; complex; input	->	1
3594	CLP1	NCBP2	catalyze; complex; input	->	1
3595	CLP1	NUDT21	catalyze; catalyzed by; complex; input	<->	1
3596	CLP1	PABPN1	catalyze; complex; input	->	1
3597	CLP1	PAPOLA	catalyze; complex; input	->	1
3598	CLP1	PCBP1	complex; input	-	1
3599	CLP1	PCBP2	complex; input	-	1
3600	CLP1	PCF11	PCrel: binding/association; catalyze; catalyzed by; complex; input	<->	1
3601	CLP1	PHF5A	complex; input	-	1
3602	CLP1	PLRG1	complex; input	-	1
3603	CLP1	POLDIP3	catalyze; complex; input	->	1
3604	CLP1	POLR2A	complex; input	-	1
3605	CLP1	POLR2B	complex; input	-	1
3606	CLP1	POLR2C	complex; input	-	1
3607	CLP1	POLR2D	complex; input	-	1
3608	CLP1	POLR2E	complex; input	-	1
3609	CLP1	POLR2F	complex; input	-	1
3610	CLP1	POLR2G	complex; input	-	1
3611	CLP1	POLR2H	complex; input	-	1
3612	CLP1	POLR2I	complex; input	-	1
3613	CLP1	POLR2J	complex; input	-	1
3614	CLP1	POLR2K	complex; input	-	1
3615	CLP1	POLR2L	complex; input	-	1
3616	CLP1	PPIE	complex; input	-	1
3617	CLP1	PPIH	input	-	1
3618	CLP1	PPIL1	complex; input	-	1
3619	CLP1	PPWD1	complex; input	-	1
3620	CLP1	PQBP1	complex; input	-	1
3621	CLP1	PRCC	complex; input	-	1
3622	CLP1	PRPF19	complex; input	-	1
3623	CLP1	PRPF3	input	-	1
3624	CLP1	PRPF31	input	-	1
3625	CLP1	PRPF38A	input	-	1
3626	CLP1	PRPF4	input	-	1
3627	CLP1	PRPF6	complex; input	-	1
3628	CLP1	PRPF8	complex; input	-	1
3629	CLP1	PTBP1	complex; input	-	1
3630	CLP1	PUF60	complex; input	-	1
3631	CLP1	RBM17	complex; input	-	1
3632	CLP1	RBM22	complex; input	-	1
3633	CLP1	RBM5	complex; input	-	1
3634	CLP1	RBM8A	catalyze; complex; input	->	1
3635	CLP1	RBMX	complex; input	-	1
3636	CLP1	RNPS1	catalyze; complex; input	->	1
3637	CLP1	SARNP	catalyze; complex; input	->	1
3638	CLP1	SART1	input	-	1
3639	CLP1	SF3A1	complex; input	-	1
3640	CLP1	SF3A2	complex; input	-	1
3641	CLP1	SF3A3	complex; input	-	1
3642	CLP1	SF3B1	complex; input	-	1
3643	CLP1	SF3B2	complex; input	-	1
3644	CLP1	SF3B3	complex; input	-	1
3645	CLP1	SF3B4	complex; input	-	1
3646	CLP1	SF3B5	complex; input	-	1
3647	CLP1	SF3B6	complex; input	-	1
3648	CLP1	SLU7	catalyze; complex; input	->	1
3649	CLP1	SMNDC1	complex; input	-	1
3650	CLP1	SNRNP200	complex; input	-	1
3651	CLP1	SNRNP27	input	-	1
3652	CLP1	SNRNP40	complex; input	-	1
3653	CLP1	SNRNP70	input	-	1
3654	CLP1	SNRPA	input	-	1
3655	CLP1	SNRPA1	complex; input	-	1
3656	CLP1	SNRPB	complex; input	-	1
3657	CLP1	SNRPB2	complex; input	-	1
3658	CLP1	SNRPC	input	-	1
3659	CLP1	SNRPD1	complex; input	-	1
3660	CLP1	SNRPD2	complex; input	-	1
3661	CLP1	SNRPD3	complex; input	-	1
3662	CLP1	SNRPE	complex; input	-	1
3663	CLP1	SNRPF	complex; input	-	1
3664	CLP1	SNRPG	complex; input	-	1
3665	CLP1	SNRPN	complex; input	-	1
3666	CLP1	SNU13	complex; input	-	1
3667	CLP1	SNW1	complex; input	-	1
3668	CLP1	SRRM1	catalyze; complex; input	->	1
3669	CLP1	SRRM2	complex; input	-	1
3670	CLP1	SRRT	complex; input	-	1
3671	CLP1	SRSF1	catalyze; complex; input	->	1
3672	CLP1	SRSF11	catalyze; complex; input	->	1
3673	CLP1	SRSF2	catalyze; complex; input	->	1
3674	CLP1	SRSF3	catalyze; complex; input	->	1
3675	CLP1	SRSF4	catalyze; complex; input	->	1
3676	CLP1	SRSF5	catalyze; complex; input	->	1
3677	CLP1	SRSF6	catalyze; complex; input	->	1
3678	CLP1	SRSF7	catalyze; complex; input	->	1
3679	CLP1	SRSF9	catalyze; complex; input	->	1
3680	CLP1	SUGP1	complex; input	-	1
3681	CLP1	SYF2	complex; input	-	1
3682	CLP1	SYMPK	catalyze; complex; input	->	1
3683	CLP1	THOC1	catalyze; complex; input	->	1
3684	CLP1	THOC2	catalyze; complex; input	->	1
3685	CLP1	THOC3	catalyze; complex; input	->	1
3686	CLP1	THOC5	catalyze; complex; input	->	1
3687	CLP1	THOC6	catalyze; complex; input	->	1
3688	CLP1	THOC7	catalyze; complex; input	->	1
3689	CLP1	TRA2B	complex; input	-	1
3690	CLP1	TSEN15	complex	-	1
3691	CLP1	TSEN2	complex	-	1
3692	CLP1	TSEN34	complex	-	1
3693	CLP1	TSEN54	complex	-	1
3694	CLP1	TXNL4A	complex; input	-	1
3695	CLP1	U2AF1L4	catalyze; complex; input	->	1
3696	CLP1	U2AF1L5	complex; reaction	-	1
3697	CLP1	U2AF2	catalyze; complex; input	->	1
3698	CLP1	U2SURP	complex; input	-	1
3699	CLP1	UPF3B	catalyze; complex; input	->	1
3700	CLP1	USP39	input	-	1
3701	CLP1	WBP11	complex; input	-	1
3702	CLP1	WBP4	input	-	1
3703	CLP1	WDR33	catalyze; complex; input	->	1
3704	CLP1	XAB2	complex; input	-	1
3705	CLP1	YBX1	complex; input	-	1
3706	CLP1	ZC3H11A	catalyze; complex; input	->	1
3707	CLPP	CLPX	predicted	-	0.99
3708	CLPX	FBXO3	predicted	-	0.56
3709	CLPX	FBXO6	predicted	-	0.64
3710	CLPX	HSPE1	predicted	-	0.64
3711	CLPX	NRDC	predicted	-	0.56
3712	CLSPN	KAT5	complex; input	-	1
3713	CLTA	GGA3	inhibited by	|-	1
3714	CLTA	HTT	complex; input	-	1
3715	CLTA	IGF2R	complex; input	-	1
3716	CLTA	NCF2	reaction	-	1
3717	CLTA	SH3KBP1	complex; input	-	1
3718	CLTA	VAMP8	complex; input	-	1
3719	CLTB	GGA3	inhibited by	|-	1
3720	CLTB	HTT	complex; input	-	1
3721	CLTB	IGF2R	complex; input	-	1
3722	CLTB	NCF2	reaction	-	1
3723	CLTB	SH3KBP1	complex; input	-	1
3724	CLTB	VAMP8	complex; input	-	1
3725	CLTC	IGF2R	complex; input	-	1
3726	CLTC	SH3KBP1	complex; input	-	1
3727	CLTC	VAMP8	complex; input	-	1
3728	CLTCL1	IGF2R	complex; input	-	1
3729	CLTCL1	SH3KBP1	complex; input	-	1
3730	CLTCL1	VAMP8	complex; input	-	1
3731	CLU	HSPA5	predicted	-	0.64
3732	CLUH	HSP90B1	predicted	-	0.66
3733	CMPK2	NFKB1	predicted	-	0.54
3734	CNBP	HNRNPA3	predicted	-	0.58
3735	CNBP	NOP2	predicted	-	0.64
3736	CNBP	RPL18	predicted	-	0.73
3737	CNIH1	STX5	input	-	1
3738	CNIH2	STX5	input	-	1
3739	CNIH3	STX5	input	-	1
3740	CNOT1	CNOT3	complex; predicted	-	1
3741	CNOT1	EIF4A1	catalyze	->	1
3742	CNOT10	CNOT3	complex	-	1
3743	CNOT10	EIF4A1	catalyze	->	1
3744	CNOT11	CNOT3	complex	-	1
3745	CNOT11	EIF4A1	catalyze	->	1
3746	CNOT2	CNOT3	complex; predicted	-	1
3747	CNOT2	EIF4A1	catalyze	->	1
3748	CNOT2	SP3	predicted	-	0.65
3749	CNOT3	CNOT4	complex	-	1
3750	CNOT3	CNOT6	complex	-	1
3751	CNOT3	CNOT6L	complex	-	1
3752	CNOT3	CNOT7	complex; predicted	-	1
3753	CNOT3	CNOT8	complex; predicted	-	1
3754	CNOT3	CNOT9	complex; predicted	-	1
3755	CNOT3	CREBBP	predicted	-	0.54
3756	CNOT3	EIF4A1	catalyze	->	1
3757	CNOT3	EIF4A2	catalyze	->	1
3758	CNOT3	EIF4A3	catalyze	->	1
3759	CNOT3	EIF4B	catalyze	->	1
3760	CNOT3	EIF4E	catalyze	->	1
3761	CNOT3	EIF4ENIF1	predicted	-	0.56
3762	CNOT3	EIF4G1	catalyze	->	1
3763	CNOT3	FOXP3	predicted	-	0.54
3764	CNOT3	NANOS1	predicted	-	1
3765	CNOT3	NANOS2	predicted	-	1
3766	CNOT3	NANOS3	predicted	-	1
3767	CNOT3	NFX1	predicted	-	0.56
3768	CNOT3	NFYA	expression regulated by	<-	1
3769	CNOT3	NFYB	expression regulated by	<-	1
3770	CNOT3	NLK	predicted	-	0.64
3771	CNOT3	PABPC1	catalyze	->	1
3772	CNOT3	PAIP1	catalyze	->	1
3773	CNOT3	SOX2	predicted	-	0.64
3774	CNOT3	SP1	expression regulated by	<-	1
3775	CNOT3	TNKS1BP1	complex	-	1
3776	CNOT3	TNRC6B	predicted	-	0.64
3777	CNOT3	TOB1	predicted	-	0.64
3778	CNOT4	EIF4A1	catalyze	->	1
3779	CNOT6	EIF4A1	catalyze	->	1
3780	CNOT6L	EIF4A1	catalyze	->	1
3781	CNOT7	EIF4A1	catalyze	->	1
3782	CNOT8	EIF4A1	catalyze	->	1
3783	CNOT9	EIF4A1	catalyze	->	1
3784	CNPY3	GRP94C	predicted	-	0.7
3785	CNPY3	HSP90AA1	predicted	-	0.7
3786	CNPY3	HSP90AA2P	predicted	-	0.7
3787	CNPY3	HSP90AA4P	predicted	-	0.7
3788	CNPY3	HSP90AA5P	predicted	-	0.7
3789	CNPY3	HSP90AB1	predicted	-	0.7
3790	CNPY3	HSP90AB2P	predicted	-	0.7
3791	CNPY3	HSP90AB3P	predicted	-	0.7
3792	CNPY3	HSP90AB4P	predicted	-	0.7
3793	CNPY3	HSP90AF	predicted	-	0.7
3794	CNPY3	HSP90B1	complex; input; predicted	-	1
3795	CNPY3	HSP90B2P	predicted	-	0.7
3796	CNPY3	HSP90BF	predicted	-	0.7
3797	CNPY3	NRROS	predicted	-	0.64
3798	CNPY3	TLR1	predicted	-	0.64
3799	CNPY3	TLR4	predicted	-	0.99
3800	CNPY3	TLR7	complex; input	-	1
3801	CNPY3	TLR9	complex; input	-	1
3802	CNPY3	TRA1	predicted	-	0.7
3803	CNPY3	TRAP1	predicted	-	0.7
3804	CNPY4	HSP90B1	predicted	-	0.7
3805	CNR1	GNAI2	PPrel; PPrel: activation; complex; input	->	1
3806	CNR2	GNAI2	complex; input	-	1
3807	CNTN1	SP3	expression regulated by	<-	1
3808	COG1	COG4	complex	-	1
3809	COG1	RAB1B	complex; input	-	1
3810	COG1	STX5	complex; input	-	1
3811	COG2	COG4	complex	-	1
3812	COG2	RAB1B	complex; input	-	1
3813	COG2	STX5	complex; input	-	1
3814	COG3	COG4	complex	-	1
3815	COG3	RAB1B	complex; input	-	1
3816	COG3	STX5	complex; input	-	1
3817	COG4	COG5	complex; predicted	-	1
3818	COG4	COG6	complex	-	1
3819	COG4	COG7	complex	-	1
3820	COG4	COG8	complex	-	1
3821	COG4	COPA	complex; input	-	1
3822	COG4	COPB1	complex; input	-	1
3823	COG4	COPB2	complex; input	-	1
3824	COG4	COPE	complex; input	-	1
3825	COG4	COPG1	complex; input	-	1
3826	COG4	COPG2	complex; input	-	1
3827	COG4	COPZ1	complex; input	-	1
3828	COG4	COPZ2	complex; input	-	1
3829	COG4	CUX1	complex; input	-	1
3830	COG4	DCTN1	input	-	1
3831	COG4	DCTN2	input	-	1
3832	COG4	DCTN3	input	-	1
3833	COG4	DCTN4	input	-	1
3834	COG4	DCTN5	input	-	1
3835	COG4	DCTN6	input	-	1
3836	COG4	DYNC1H1	input	-	1
3837	COG4	DYNC1I1	input	-	1
3838	COG4	DYNC1I2	input	-	1
3839	COG4	DYNC1LI1	input	-	1
3840	COG4	DYNC1LI2	input	-	1
3841	COG4	DYNLL1	input	-	1
3842	COG4	DYNLL2	input	-	1
3843	COG4	FOLR1	complex; input	-	1
3844	COG4	GCC1	complex; input	-	1
3845	COG4	GCC2	complex; input	-	1
3846	COG4	GOLGA1	complex; input	-	1
3847	COG4	GOLGA2	complex; input	-	1
3848	COG4	GOLGA4	complex; input	-	1
3849	COG4	GOLGA5	complex; input	-	1
3850	COG4	GOLGB1	complex; input	-	1
3851	COG4	GOLIM4	complex; input	-	1
3852	COG4	GORASP1	complex; input	-	1
3853	COG4	GOSR1	complex; input	-	1
3854	COG4	GOSR2	complex; input	-	1
3855	COG4	INS	complex; input	-	1
3856	COG4	KDELR1	complex; input	-	1
3857	COG4	RAB1B	complex; input	-	1
3858	COG4	RAB30	complex; input	-	1
3859	COG4	RAB33B	activated by	<-	1
3860	COG4	RAB36	complex; input	-	1
3861	COG4	RAB39A	complex; input	-	1
3862	COG4	RAB41	complex; input	-	1
3863	COG4	RAB43	activated by	<-	1
3864	COG4	RAB6A	complex; input	-	1
3865	COG4	RGP1	complex; input	-	1
3866	COG4	RIC1	complex; input	-	1
3867	COG4	SCFD1	predicted	-	0.99
3868	COG4	SNAP29	complex; input	-	1
3869	COG4	SPTA1	complex; input	-	1
3870	COG4	SPTAN1	complex; input	-	1
3871	COG4	SPTB	complex; input	-	1
3872	COG4	SPTBN1	complex; input	-	1
3873	COG4	SPTBN2	complex; input	-	1
3874	COG4	SPTBN4	complex; input	-	1
3875	COG4	SPTBN5	complex; input	-	1
3876	COG4	STX16	complex; input	-	1
3877	COG4	STX5	complex; input	-	1
3878	COG4	STX6	complex; input	-	1
3879	COG4	SYS1	complex; input	-	1
3880	COG4	TMED10	complex; input	-	1
3881	COG4	TMED2	complex; input	-	1
3882	COG4	TMED3	complex; input	-	1
3883	COG4	TMED7	complex; input	-	1
3884	COG4	TMED9	complex; input	-	1
3885	COG4	TMEM115	complex; input	-	1
3886	COG4	TMF1	complex; input	-	1
3887	COG4	USO1	complex; input	-	1
3888	COG4	VAMP4	complex; input	-	1
3889	COG4	VPS45	complex; input	-	1
3890	COG4	VPS51	complex; input	-	1
3891	COG4	VPS52	complex; input	-	1
3892	COG4	VPS53	complex; input	-	1
3893	COG4	VPS54	complex; input	-	1
3894	COG4	VTI1A	complex; input	-	1
3895	COG4	YKT6	complex; input	-	1
3896	COG5	RAB1B	complex; input	-	1
3897	COG5	STX5	complex; input	-	1
3898	COG6	NDC1	predicted	-	0.56
3899	COG6	RAB1B	complex; input	-	1
3900	COG6	STX5	complex; input	-	1
3901	COG7	RAB1B	complex; input	-	1
3902	COG7	STX5	complex; input	-	1
3903	COG8	RAB1B	complex; input	-	1
3904	COG8	STX5	complex; input	-	1
3905	COL10A1	ITGAM	complex; input	-	1
3906	COL10A1	P4HA1	catalyzed by	<-	1
3907	COL10A1	P4HB	catalyzed by; complex; input	<-	1
3908	COL11A1	ITGAM	complex; input	-	1
3909	COL11A2	ITGAM	complex; input	-	1
3910	COL12A1	ITGAM	complex; input	-	1
3911	COL13A1	ITGAM	complex; input	-	1
3912	COL14A1	ITGAM	complex; input	-	1
3913	COL14A1	MMP9	catalyzed by	<-	1
3914	COL15A1	ITGAM	complex; input	-	1
3915	COL16A1	ITGAM	complex; input	-	1
3916	COL16A1	MMP9	catalyzed by	<-	1
3917	COL17A1	ITGAM	complex; input	-	1
3918	COL18A1	MMP9	inhibite	-|	1
3919	COL19A1	ITGAM	complex; input	-	1
3920	COL1A1	ITGAM	complex; input	-	1
3921	COL1A1	MMP9	predicted	-	0.64
3922	COL1A1	P4HA1	catalyzed by	<-	1
3923	COL1A1	P4HB	catalyzed by; complex; input	<-	1
3924	COL1A1	SP3	expression regulated by	<-	1
3925	COL1A2	ITGAM	complex; input	-	1
3926	COL1A2	MMP9	predicted	-	0.98
3927	COL1A2	P4HA1	catalyzed by	<-	1
3928	COL1A2	P4HB	catalyzed by; complex; input	<-	1
3929	COL2A1	ITGAM	complex; input	-	1
3930	COL2A1	SP3	expression regulated by	<-	1
3931	COL3A1	ITGAM	complex; input	-	1
3932	COL3A1	P4HA1	catalyzed by	<-	1
3933	COL3A1	P4HB	catalyzed by; complex; input	<-	1
3934	COL4A1	ITGAM	complex; input	-	1
3935	COL4A1	MMP9	predicted	-	0.98
3936	COL4A2	ITGAM	complex; input	-	1
3937	COL4A2	MMP9	predicted	-	0.98
3938	COL4A3	ITGAM	complex; input	-	1
3939	COL4A4	ITGAM	complex; input	-	1
3940	COL4A4	MMP9	predicted	-	0.98
3941	COL4A5	ITGAM	complex; input	-	1
3942	COL4A5	MMP9	predicted	-	0.98
3943	COL4A6	ITGAM	complex; input	-	1
3944	COL5A1	ITGAM	complex; input	-	1
3945	COL5A1	MMP9	predicted	-	0.98
3946	COL5A2	ITGAM	complex; input	-	1
3947	COL5A3	ITGAM	complex; input	-	1
3948	COL6A1	ITGAM	complex; input	-	1
3949	COL6A1	MMP9	predicted	-	0.98
3950	COL6A2	ITGAM	complex; input	-	1
3951	COL6A3	ITGAM	complex; input	-	1
3952	COL7A1	ITGAM	complex; input	-	1
3953	COL7A1	MIA3	complex; input	-	1
3954	COL7A1	STX5	input	-	1
3955	COL8A1	ITGAM	complex; input	-	1
3956	COL8A2	ITGAM	complex; input	-	1
3957	COL9A1	ITGAM	complex; input	-	1
3958	COL9A2	ITGAM	complex; input	-	1
3959	COL9A3	ITGAM	complex; input	-	1
3960	COMMD1	DCAF7	complex; input	-	1
3961	COMMD1	DCUN1D1	catalyze; catalyzed by; complex; inhibit; input	<-	1
3962	COMMD1	DDB2	complex; input	-	1
3963	COMMD2	COMMD3	predicted	-	0.78
3964	COPA	GGA3	inhibited by	|-	1
3965	COPA	NCF2	reaction	-	1
3966	COPA	RAB1B	complex; input	-	1
3967	COPA	STX5	complex; input	-	1
3968	COPB1	HSP90B1	predicted	-	0.59
3969	COPB1	METAP2	predicted	-	0.59
3970	COPB1	RAB1B	complex; input	-	1
3971	COPB1	STX5	complex; input	-	1
3972	COPB2	HUWE1	predicted	-	0.73
3973	COPB2	RAB1B	complex; input	-	1
3974	COPB2	STX5	complex; input	-	1
3975	COPE	RAB1B	complex; input	-	1
3976	COPE	STX5	complex; input	-	1
3977	COPG1	HUWE1	predicted	-	0.73
3978	COPG1	RAB1B	complex; input	-	1
3979	COPG1	STX5	complex; input	-	1
3980	COPG2	RAB1B	complex; input	-	1
3981	COPG2	STX5	complex; input	-	1
3982	COPS2	DCAF7	catalyze	->	1
3983	COPS2	DCUN1D1	catalyze	->	1
3984	COPS2	DDB2	catalyze; complex	->	1
3985	COPS2	HNRNPH3	predicted	-	0.59
3986	COPS3	DCAF7	catalyze	->	1
3987	COPS3	DCUN1D1	catalyze	->	1
3988	COPS3	DDB2	catalyze; complex	->	1
3989	COPS4	DCAF7	catalyze	->	1
3990	COPS4	DCUN1D1	catalyze	->	1
3991	COPS4	DDB2	catalyze; complex	->	1
3992	COPS5	DCAF7	catalyze	->	1
3993	COPS5	DCUN1D1	catalyze	->	1
3994	COPS5	DDB2	catalyze; complex	->	1
3995	COPS5	DDX17	predicted	-	0.64
3996	COPS5	HSP90B1	predicted	-	0.64
3997	COPS5	HSPA5	predicted	-	0.64
3998	COPS5	RPL18	predicted	-	0.64
3999	COPS5	RPL21	predicted	-	0.64
4000	COPS5	RPS15A	predicted	-	0.64
4001	COPS5	SLC25A5	predicted	-	0.58
4002	COPS6	DCAF7	catalyze	->	1
4003	COPS6	DCUN1D1	catalyze	->	1
4004	COPS6	DDB2	catalyze; complex	->	1
4005	COPS6	SLC25A5	predicted	-	0.64
4006	COPS7A	DCAF7	catalyze	->	1
4007	COPS7A	DCUN1D1	catalyze	->	1
4008	COPS7A	DDB2	catalyze; complex	->	1
4009	COPS7B	DCAF7	catalyze	->	1
4010	COPS7B	DCUN1D1	catalyze	->	1
4011	COPS7B	DDB2	catalyze; complex	->	1
4012	COPS8	DCAF7	catalyze	->	1
4013	COPS8	DCUN1D1	catalyze	->	1
4014	COPS8	DDB2	catalyze; complex	->	1
4015	COPZ1	RAB1B	complex; input	-	1
4016	COPZ1	STX5	complex; input	-	1
4017	COPZ2	RAB1B	complex; input	-	1
4018	COPZ2	STX5	complex; input	-	1
4019	CORO1A	MMP9	predicted	-	0.65
4020	CORO1A	NCF4	predicted	-	0.98
4021	CORT	GNAI2	complex; input	-	1
4022	CP	MPO	predicted	-	0.64
4023	CPLX1	DNAJC5	catalyzed by; complex; input	<-	1
4024	CPS1	HSPA5	predicted	-	0.64
4025	CPSF1	CPSF7	catalyzed by; complex; input	<-	1
4026	CPSF1	HNRNPA3	complex; input	-	1
4027	CPSF1	NDC1	activated by	<-	1
4028	CPSF1	PRPF4	input	-	1
4029	CPSF1	SARNP	complex; input	-	1
4030	CPSF1	SMNDC1	complex; input	-	1
4031	CPSF1	SNRNP40	complex; input	-	1
4032	CPSF1	SNW1	complex; input; predicted	-	1
4033	CPSF1	SRSF4	complex; input	-	1
4034	CPSF1	SRSF6	complex; input	-	1
4035	CPSF1	SYF2	complex; input	-	1
4036	CPSF2	CPSF7	catalyzed by; complex; input	<-	1
4037	CPSF2	HNRNPA3	complex; input	-	1
4038	CPSF2	NDC1	activated by	<-	1
4039	CPSF2	PRPF4	input	-	1
4040	CPSF2	SARNP	complex; input	-	1
4041	CPSF2	SMNDC1	complex; input	-	1
4042	CPSF2	SNRNP40	complex; input	-	1
4043	CPSF2	SNW1	complex; input	-	1
4044	CPSF2	SRSF4	complex; input	-	1
4045	CPSF2	SRSF6	complex; input	-	1
4046	CPSF2	SYF2	complex; input	-	1
4047	CPSF3	CPSF7	catalyzed by; complex; input	<-	1
4048	CPSF3	HNRNPA3	complex; input	-	1
4049	CPSF3	NDC1	activated by	<-	1
4050	CPSF3	PRPF4	input	-	1
4051	CPSF3	SARNP	complex; input	-	1
4052	CPSF3	SMNDC1	complex; input	-	1
4053	CPSF3	SNRNP40	complex; input	-	1
4054	CPSF3	SNW1	complex; input	-	1
4055	CPSF3	SRSF4	complex; input	-	1
4056	CPSF3	SRSF6	complex; input	-	1
4057	CPSF3	SYF2	complex; input	-	1
4058	CPSF4	CPSF7	catalyzed by; complex; input	<-	1
4059	CPSF4	HNRNPA3	complex; input	-	1
4060	CPSF4	NDC1	activated by	<-	1
4061	CPSF4	PRPF4	input	-	1
4062	CPSF4	SARNP	complex; input	-	1
4063	CPSF4	SMNDC1	complex; input	-	1
4064	CPSF4	SNRNP40	complex; input	-	1
4065	CPSF4	SNW1	complex; input	-	1
4066	CPSF4	SRSF4	complex; input	-	1
4067	CPSF4	SRSF6	complex; input	-	1
4068	CPSF4	SYF2	complex; input	-	1
4069	CPSF7	CRNKL1	complex; input	-	1
4070	CPSF7	CSTF1	catalyze; complex; input	->	1
4071	CPSF7	CSTF2	catalyze; complex; input	->	1
4072	CPSF7	CSTF2T	catalyze; complex; input	->	1
4073	CPSF7	CSTF3	catalyze; complex; input	->	1
4074	CPSF7	CTNNBL1	complex; input	-	1
4075	CPSF7	CWC15	complex; input	-	1
4076	CPSF7	CWC22	complex; input	-	1
4077	CPSF7	CWC25	complex; input	-	1
4078	CPSF7	CWC27	complex; input	-	1
4079	CPSF7	DDX23	complex; input	-	1
4080	CPSF7	DDX39A	catalyze; complex; input	->	1
4081	CPSF7	DDX39B	catalyze; complex; input	->	1
4082	CPSF7	DDX42	complex; input	-	1
4083	CPSF7	DDX46	complex; input	-	1
4084	CPSF7	DDX5	complex; input	-	1
4085	CPSF7	DHX15	complex; input	-	1
4086	CPSF7	DHX16	complex; input	-	1
4087	CPSF7	DHX38	catalyze; complex; input	->	1
4088	CPSF7	DHX9	complex; input	-	1
4089	CPSF7	DKFZP313O211	predicted	-	0.67
4090	CPSF7	DNAJC8	complex; input	-	1
4091	CPSF7	DVL2	predicted	-	0.78
4092	CPSF7	EFTUD2	complex; input	-	1
4093	CPSF7	EIF4A3	catalyze; complex; input	->	1
4094	CPSF7	ELAVL1	complex; input	-	1
4095	CPSF7	ELAVL2	complex; input	-	1
4096	CPSF7	FIP1L1	catalyze; complex; input	->	1
4097	CPSF7	FUS	complex; input	-	1
4098	CPSF7	GPKOW	complex; input	-	1
4099	CPSF7	GTF2F1	complex; input	-	1
4100	CPSF7	GTF2F2	complex; input	-	1
4101	CPSF7	HNRNPA0	complex; input	-	1
4102	CPSF7	HNRNPA1	complex; input	-	1
4103	CPSF7	HNRNPA2B1	complex; input	-	1
4104	CPSF7	HNRNPA3	complex; input	-	1
4105	CPSF7	HNRNPC	complex; input	-	1
4106	CPSF7	HNRNPD	complex; input	-	1
4107	CPSF7	HNRNPF	complex; input	-	1
4108	CPSF7	HNRNPH1	complex; input	-	1
4109	CPSF7	HNRNPH2	complex; input	-	1
4110	CPSF7	HNRNPK	complex; input	-	1
4111	CPSF7	HNRNPL	complex; input	-	1
4112	CPSF7	HNRNPM	complex; input	-	1
4113	CPSF7	HNRNPR	complex; input	-	1
4114	CPSF7	HNRNPU	complex; input	-	1
4115	CPSF7	HNRNPUL1	complex; input	-	1
4116	CPSF7	HSPA8	complex; input	-	1
4117	CPSF7	ISY1	complex; input	-	1
4118	CPSF7	LSM2	complex; input	-	1
4119	CPSF7	LSM3	input	-	1
4120	CPSF7	LSM4	input	-	1
4121	CPSF7	LSM5	input	-	1
4122	CPSF7	LSM6	input	-	1
4123	CPSF7	LSM7	input	-	1
4124	CPSF7	LSM8	input	-	1
4125	CPSF7	MAGOH	catalyze; complex; input	->	1
4126	CPSF7	MAGOHB	catalyze; complex; input	->	1
4127	CPSF7	NCBP1	catalyze; complex; input	->	1
4128	CPSF7	NCBP2	catalyze; complex; input	->	1
4129	CPSF7	NUDT21	PCrel: binding/association; catalyze; catalyzed by; complex; input; predicted	<->	1
4130	CPSF7	PABPN1	catalyze; complex; input	->	1
4131	CPSF7	PAPOLA	catalyze; complex; input	->	1
4132	CPSF7	PCBP1	complex; input	-	1
4133	CPSF7	PCBP2	complex; input	-	1
4134	CPSF7	PCF11	catalyze; catalyzed by; complex; input	<->	1
4135	CPSF7	PHF5A	complex; input	-	1
4136	CPSF7	PLRG1	complex; input	-	1
4137	CPSF7	POLDIP3	catalyze; complex; input	->	1
4138	CPSF7	POLR2A	complex; input	-	1
4139	CPSF7	POLR2B	complex; input	-	1
4140	CPSF7	POLR2C	complex; input	-	1
4141	CPSF7	POLR2D	complex; input	-	1
4142	CPSF7	POLR2E	complex; input	-	1
4143	CPSF7	POLR2F	complex; input	-	1
4144	CPSF7	POLR2G	complex; input	-	1
4145	CPSF7	POLR2H	complex; input	-	1
4146	CPSF7	POLR2I	complex; input	-	1
4147	CPSF7	POLR2J	complex; input	-	1
4148	CPSF7	POLR2K	complex; input	-	1
4149	CPSF7	POLR2L	complex; input	-	1
4150	CPSF7	PPIE	complex; input	-	1
4151	CPSF7	PPIH	input	-	1
4152	CPSF7	PPIL1	complex; input	-	1
4153	CPSF7	PPWD1	complex; input	-	1
4154	CPSF7	PQBP1	complex; input	-	1
4155	CPSF7	PRCC	complex; input	-	1
4156	CPSF7	PRPF19	complex; input	-	1
4157	CPSF7	PRPF3	input	-	1
4158	CPSF7	PRPF31	input	-	1
4159	CPSF7	PRPF38A	input	-	1
4160	CPSF7	PRPF4	input	-	1
4161	CPSF7	PRPF6	complex; input	-	1
4162	CPSF7	PRPF8	complex; input	-	1
4163	CPSF7	PTBP1	complex; input	-	1
4164	CPSF7	PUF60	complex; input	-	1
4165	CPSF7	RBM17	complex; input	-	1
4166	CPSF7	RBM22	complex; input	-	1
4167	CPSF7	RBM5	complex; input	-	1
4168	CPSF7	RBM8A	catalyze; complex; input	->	1
4169	CPSF7	RBMX	complex; input	-	1
4170	CPSF7	RNPS1	catalyze; complex; input	->	1
4171	CPSF7	SARNP	catalyze; complex; input	->	1
